NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Urban (>100k Einw.);Land;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Saft;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Kaffee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Vegane Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Cola;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Eistee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Tee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Nichts davon;2. Wie häufig trinkst Du Saft?;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Apfel;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Karotte;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Mango;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Pfirsich;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsche;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsch-Banane;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Schwarze Johannisbeere;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Orange;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Passionsfrucht;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Rhabarber;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Keine davon
78;f;55;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;0;0;Alle 2-3 Tage;0;0;1;1;0;0;1;1;0;0;0
79;f;16;6;Mecklenburg-Vorpommern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;0;1;0;1;0;1;0;Alle 2-3 Wochen;1;0;1;1;0;1;0;1;0;0;0
80;m;31;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
81;m;34;3a;Saarland;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;1;1;1;1;0;1;1;1;1;0
82;f;35;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;1;1;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
83;f;53;1;Hamburg;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;0;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
84;m;49;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;0;0;0;0;Mehrmals am Tag;1;0;0;0;0;1;0;1;0;0;0
85;m;28;1;Niedersachsen;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;1;0;1;0;1;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
86;f;23;7;Thueringen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;1;0;1;1;1;1;1;0;0;0
87;m;40;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;1;0
88;m;55;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;1;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
89;f;18;6;Sachsen-Anhalt;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;1;DEU;0;0;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
90;f;20;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;1;0;1;0;1;1;0;1;0;0;0
91;f;51;7;Sachsen;in Rente;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;1;1;1;1;1;0;1;1;1;0;0
92;m;38;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
93;f;45;1;Niedersachsen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;0;0;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
94;m;33;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;0;0;0;0;0;1;0;Ein Mal am Tag;0;0;1;1;0;0;0;0;0;0;0
95;f;47;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;1;0;0;0;0;Ein Mal pro Woche;0;0;0;0;0;0;1;0;0;1;0
96;f;60;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;0;0;1;1;1;1;1;0;0;1;0
97;f;55;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;0;0;0;0;Mehrmals am Tag;0;0;1;1;0;0;0;0;0;0;0
98;f;25;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;0;DEU;1;0;1;0;1;1;1;0;Ein Mal pro Woche;1;1;0;0;0;0;1;0;1;1;0
99;f;46;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;0;1;1;0;Mehrmals am Tag;1;0;1;1;1;1;0;1;0;0;0
100;m;25;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
101;m;43;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Ohne Abschluss;0;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
102;f;31;3a;Hessen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
103;f;18;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Ein Mal am Tag;1;0;0;1;1;1;0;1;0;1;0
104;f;20;2;Nordrhein-Westfalen;Sonstige;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;1;0;1;1;0;0;1;1;1;1;0
105;f;51;6;Mecklenburg-Vorpommern;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
106;f;55;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Ein Mal am Tag;1;1;1;1;1;1;0;0;0;1;0
107;m;39;2;Nordrhein-Westfalen;Sonstige;Min. ein Kind (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;0;0;1;1;1;0;Mehrmals am Tag;1;0;1;1;0;0;0;0;0;0;0
108;f;17;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;0;1;0;1;0;1;0;Alle 2-3 Wochen;0;0;1;0;1;1;0;1;1;0;0
109;f;50;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;0;0;1;0;0;1;0;Alle 2-3 Wochen;1;0;1;1;1;1;1;1;1;1;0
110;m;19;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;<1000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;0;1;0;0;0;1;0;Alle 2-3 Tage;1;1;1;0;1;1;0;1;0;0;0
111;f;35;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;1;1;1;1;1;0
112;f;35;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;0;0;0;1;0;1;0;1;1;1;0
113;m;19;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;0;0;1;0;0;1;0;Alle 2-3 Tage;1;0;0;1;1;0;1;1;0;0;0
114;m;45;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
115;m;63;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;0;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
116;f;47;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Ohne Abschluss;0;DEU;1;1;0;0;0;0;1;0;Ein Mal am Tag;0;0;1;0;0;0;0;1;0;0;0
117;f;49;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
118;m;55;1;Schleswig-Holstein;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;1 Person;>5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
119;m;36;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;0;1;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
120;f;21;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;1;1;0;0
121;m;51;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;0;0;1;0;Alle 2-3 Wochen;1;0;1;0;0;0;1;1;1;0;0
122;f;45;6;Brandenburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;0;1;0;1;0;1;0;Ein Mal pro Woche;0;0;1;0;0;0;0;1;0;0;0
123;f;41;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
124;m;36;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Ein Mal am Tag;1;0;0;0;1;0;0;1;0;0;0
125;m;22;7;Sachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;0;1;0;1;1;1;0;Alle 2-3 Tage;1;0;1;0;1;1;0;1;0;0;0
126;f;53;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
127;m;57;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;0;0;1;1;0;0;Alle 2-3 Wochen;0;0;1;1;1;1;0;1;0;0;0
128;f;24;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;1;0;0;1;1;1;0;0
129;m;18;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Wochen;1;0;1;1;1;1;1;1;0;0;0
130;m;36;7;Sachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;1;0;0;0;0;0;0;0;0;0;0
131;f;36;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;0;1;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
132;f;40;1;Schleswig-Holstein;in Rente;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Hauptschulabschluss;0;DEU;0;0;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
133;f;63;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;1;0;0;1;0;Alle 2-3 Wochen;0;0;1;1;0;0;0;0;0;1;0
134;f;32;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;0;1;0;0;0;1;0;Alle 2-3 Tage;1;0;1;1;1;1;0;1;1;0;0
135;f;52;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;0;1;0;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;1;1;1;0
136;f;62;1;Niedersachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;0;1;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
137;m;25;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Hauptschulabschluss;1;DEU;0;0;0;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
138;f;54;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;1;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
139;f;20;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Wochen;1;0;1;1;1;0;1;0;1;0;0
140;f;48;3a;Rheinland-Pfalz;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;0;1;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
141;f;28;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;0;1;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
142;m;57;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;1;0;0;1;1;1;1;1;0;0;0
143;f;44;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
144;f;16;7;Sachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;0;0;0;1;0;0;Alle 2-3 Tage;0;0;1;0;0;1;0;0;0;0;0
145;f;63;3b;Baden-Wuerttemberg;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Ein Mal pro Woche;1;0;0;0;0;0;0;1;0;0;0
146;m;45;3a;Saarland;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;1;0;0;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
147;f;40;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;0;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
148;m;45;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;0;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
149;m;28;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;0;1;0;Alle 2-3 Tage;1;0;0;0;0;0;1;1;0;0;0
150;m;48;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;0;0;0;0;0;Alle 2-3 Wochen;1;0;1;0;0;1;1;0;0;1;0
151;f;63;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;0;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
152;f;44;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Hauptschulabschluss;1;DEU;0;1;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
153;f;46;7;Thueringen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Ein Mal pro Woche;1;1;1;1;1;1;1;1;1;1;0
154;f;40;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;1;1;0;0
155;m;49;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
156;f;21;7;Sachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Wochen;1;0;0;0;1;1;1;1;1;0;0
157;f;51;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;1;0;Ein Mal pro Woche;0;0;1;1;0;0;0;0;1;0;0
158;m;43;2;Nordrhein-Westfalen;in Rente;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;0;0;1;1;1;1;0;1;1;0;0
159;m;50;1;Niedersachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;0;0;1;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
160;m;45;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;1;DEU;0;0;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
161;m;57;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Ein Mal am Tag;1;1;1;1;1;0;1;1;1;1;0
